,grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,shapefile_code,r2,NaNs
297,3649905,3,3491,RIO TOCANTINS,TUPIRATINS,BR,-8.3917,-48.1114,243841,125,1969,2020,52,0.839883708,,,,,1969,2020,52,3213.447,101.3392646,415.5956734,2,0.715489235,0
298,3649960,3,3491,RIO ITACAIUNAS,FAZENDA ALEGRIA,BR,-5.4867,-49.2214,37600,-999,1969,2020,52,7.256551798,,,,,1969,2020,52,567.884,17.90878982,476.2976017,2,0.666507044,8
299,3650150,3,3502,RIO CAPIM,BADAJOS,BR,-2.51278,-47.76806,38178,-999,1971,2019,49,0.168871376,1971,1999,29,8.163265306,1971,2019,49,601.212,18.95982163,496.6164187,2,0.66932408,0
300,3650202,3,3503,RIO GURUPI,ALTO BONITO,BR,-1.8006,-46.3161,31850,-999,1972,2020,49,1.023852385,1972,1986,15,3.571428571,1972,2020,49,475.946,15.00943306,471.2537851,2,0.853544301,1
301,3650205,3,3503,RIO GURUPI,FAZENDA RURAL ZEBU,BR,-3.3411,-46.8769,14240,-999,1980,2019,40,16.05042609,1981,1985,5,9.259259259,1980,2019,40,120.352,3.795420672,266.5323506,2,0.436416958,0
302,3650280,3,3509,RIO PINDARE,VALE DO PINDARE,BR,-4.69583,-46.93333,5600,140,1979,2020,42,7.919029408,1981,1992,12,6.106870229,1979,2020,42,23.508,0.741348288,132.3836229,2,0.637745936,0
303,3650310,3,3509,RIO ZUTIUA,ESPERANTINA,BR,-4.03222,-45.77667,6800,50,1972,2020,49,9.134018291,1978,1980,3,0,1972,2020,49,20.352,0.641820672,94.38539294,2,0.706771327,3
304,3650335,3,3506,RIO MEARIM,BACABAL,BR,-4.21944,-44.76528,27650,9,1975,2020,46,0.060175713,1975,1992,18,0.502512563,1975,2020,46,101.265,3.19349304,115.4970358,2,0.59238554,0
305,3650350,3,3504,RIO ITAPECURU,MIRADOR,BR,-6.3692,-44.3561,6800,140,1968,2020,53,10.18077024,1968,1989,22,4.4,1968,2020,53,17.648,0.556547328,81.84519529,2,0.249890954,4
306,3650385,3,3500,RIO MUNIM,NINA RODRIGUES,BR,-3.45944,-43.89889,12450,5,1963,2020,58,7.422473201,1963,1992,30,34.79532164,1963,2020,58,104.528,3.296395008,264.7706834,2,0.811735958,4
307,3650415,3,3508,RIO DAS BALSAS,BALSAS,BR,-7.5344,-46.0358,8800,235,1965,2020,56,8.459760876,1965,1993,29,0.59347181,1965,2020,56,100.853,3.180500208,361.4204782,2,0.430160362,11
308,3650455,3,3508,RIO PIAUI,SAO FRANCISCO DO PIAUI,BR,-7.2331,-42.5444,35000,150,1981,2020,40,10.9393832,1985,1993,9,0,1981,2020,40,4.544,0.143299584,4.094273829,2,0.577520036,10
309,3650460,3,3508,RIO ITAIM,SANTA CRUZ DO PIAUI II,BR,-7.1894,-41.7703,17400,-999,1963,2020,58,46.02877698,1963,1992,30,0.563380282,1963,2020,58,8.97,0.28287792,16.25735172,2,0.392124429,14
310,3650470,3,3508,RIO POTI,FAZENDA CANTINHO II,BR,-5.2025,-42.6967,50000,80,1963,2019,57,23.11516156,1963,1990,28,0.303951368,1963,2019,57,110.013,3.469369968,69.38739936,2,0.110988806,0
311,3650475,3,3508,RIO LONGA,ESPERANTINA,BR,-3.9028,-42.2297,11000,50,1963,2019,57,0.834757139,1963,1992,30,0.283286119,1963,2019,57,87.325,2.7538812,250.3528364,2,0.511151353,0
312,3650477,3,3508,RIO LONGA,TINGUIS,BR,-3.7239,-41.9742,24100,50,1965,2020,56,8.322644302,1964,1992,29,0.588235294,1964,2020,57,140.512,4.431186432,183.8666569,2,0.597417946,13
313,3650481,3,3508,RIO PARNAIBA,LUZILANDIA,BR,-3.45389,-42.37,322823,26,1982,2019,38,0,1982,1993,12,2.877697842,1982,2019,38,660.841,20.84028178,64.5563723,2,0.52670504,0
314,3650610,3,3505,RIO JAGUARIBE,ARNEIROZ,BR,-6.3244,-40.1617,5960,325,1910,2020,111,2.608093743,1910,1981,72,16.3507109,1910,2020,111,6.533,0.206024688,34.56790067,2,0.002257534,1
315,3650630,3,3505,RIO BANABUIU,SENADOR POMPEU,BR,-5.595,-39.3811,5200,173,1912,2020,109,9.619596687,1912,1992,81,23.14814815,1912,2020,109,20.978,0.661562208,127.2235015,2,0.057011333,1
316,3650634,3,3505,RIO BANABUIU,MORADA NOVA II,BR,-5.1219,-38.4464,17900,50,1973,2020,48,1.628440367,1961,1992,32,2.879581152,1961,2020,60,23.459,0.739803024,41.32977788,2,0.047962426,1
317,3650649,3,3505,RIO JAGUARIBE,PEIXE GORDO,BR,-5.2275,-38.1978,48200,50,1961,2020,60,0.701095175,1961,1984,24,9.964412811,1961,2020,60,86.935,2.74158216,56.87929793,2,0.028572805,1
318,3650710,3,3500,RIO APODI,PEDRA DE ABELHAS (BREJO APODI),BR,-5.5933,-37.6842,6480,70,1911,2020,110,46.51093067,1964,1991,28,0,1911,2020,110,11.801,0.372156336,57.43153333,2,0.19966753,14
319,3650745,3,3505,RIO SALGADO,ICO,BR,-6.4067,-38.8672,12000,160,1957,2020,64,0.674282769,1957,1992,36,4.861111111,1957,2020,64,24.681,0.778340016,64.861668,2,0.549272641,1
320,3650750,3,3500,RIO PIRANHAS,JARDIM DE PIRANHAS,BR,-6.3781,-37.3525,21350,115,1962,2020,59,6.958919475,1962,1986,25,0,1962,2020,59,55.886,1.762420896,82.5489881,2,0.264260061,15
321,3650881,3,3507,RIO PARAIBA,CARAUBAS,BR,-7.7283,-36.5025,5120,493,1970,2020,51,7.424530868,1973,1985,13,0,1970,2020,51,5.845,0.18432792,36.00154688,2,0.021887008,3
322,3651400,3,3511,RIO PARACATU,PONTE DA PARACATU - BR-040,BR,-17.5025,-46.5711,7760,520,1965,2020,56,0.143266476,1965,1975,11,0,1965,2020,56,87.253,2.751610608,354.5889959,2,0.252311428,0
323,3651678,3,3511,RIO GRANDE,BOQUEIRAO,BR,-11.35528,-43.84556,46300,401,1933,2020,88,0.450563993,1933,1985,53,6.4,1933,2020,88,263.827,8.320048272,179.6986668,2,0.532924097,2
324,3651806,3,3511,RIO SAO FRANCISCO,BOM JESUS DA LAPA,BR,-13.25694,-43.43917,271000,420,1940,2020,81,0.706967213,1978,1985,8,0,1940,2020,81,2027.246,63.93122986,235.9085973,2,0.401628455,0
325,3651807,3,3511,RIO SAO FRANCISCO,MORPARA,BR,-11.55833,-43.2825,345000,399,1945,2020,76,18.63953062,1945,1984,40,7.659574468,1945,2020,76,2540.396,80.11392826,232.2142848,2,0.244685905,2
326,3652030,3,3526,RIO ITAPICURU,QUEIMADAS,BR,-10.97333,-39.63278,11825,265,1934,2020,87,2.073244073,1934,1984,51,8.745874587,1934,2020,87,14.359,0.452825424,38.29390478,2,0.351122854,0
327,3652039,3,3526,RIO ITAPICURU,USINA ALTAMIRA,BR,-11.73472,-37.80333,35150,17,1964,2019,56,17.89648925,1964,1979,16,11.53846154,1964,2019,56,25.629,0.808236144,22.9939159,2,0.037650219,1
328,3652050,3,3529,RIO VASA BARRIS,FAZENDA BELEM,BR,-10.94306,-37.34694,15740,19,1944,2020,77,0.893567759,1971,1985,15,2.298850575,1944,2020,77,12.741,0.401800176,25.52733011,2,0.190208889,1
329,3652210,3,3524,RIO GAVIAO,ANAGE,BR,-14.6125,-41.13806,6980,358,1968,2019,52,9.150746508,1968,1980,13,58.33333333,1968,2019,52,6.277,0.197951472,28.35980974,2,0.35987559,0
330,3652660,3,3525,RIO MANHUACU,SAO SEBASTIAO DA ENCRUZILHADA,BR,-19.4925,-41.16167,8810,-999,1938,2020,83,6.858155554,1978,1980,3,0,1938,2020,83,100.405,3.16637208,359.4065925,2,0.082450096,20
331,3652870,3,3523,RIO POMBA,CATAGUASES,BR,-21.3894,-42.6964,5858,169,1930,2020,91,0.094714329,1934,1992,59,15.35150646,1930,2020,91,97.056,3.060758016,522.4919795,2,0.05347161,1
332,3652880,3,3523,RIO PARAIBA DO SUL,SAO FIDELIS,BR,-21.64528,-41.75222,46731,-999,1973,2020,48,0.533256881,1974,1992,19,3.636363636,1973,2020,48,591.681,18.65925202,399.2906639,2,0.006555324,3
333,3652890,3,3523,RIO PARAIBA DO SUL,CAMPOS - PONTE MUNICIPAL,BR,-21.7533,-41.3003,55500,14,1922,2020,99,1.027291812,1928,1999,72,0.925925926,1922,2020,99,807.382,25.46159875,458.7675451,2,0.384527097,12
334,3653120,3,3532,RIO RIBEIRA DE IGUAPE,IPORANGA (PCD),BR,-24.5858,-48.5917,12450,73,1941,2020,80,0.003498828,1938,1975,38,0,1938,2020,83,205.012,6.465258432,519.297866,2,0.002156791,0
335,3653352,3,3530,RIO ITAJAI,BLUMENAU,BR,-26.9181,-49.0653,11803,12,1939,2020,82,0.026959628,1939,1989,51,3.294892916,1939,2020,82,377.127,11.89307707,1007.63171,2,0.070748213,0
336,3662300,3,3621,RIO ANHANDUI,DELFINO COSTA,BR,-21.6144,-53.0511,13590,323,1976,2020,45,2.823152315,1976,1985,10,6.25,1976,2020,45,170.903,5.389597008,396.5855046,2,0.272483986,0
337,3662400,3,3621,RIO PIQUIRI,BALSA SANTA MARIA,BR,-24.16611,-53.73583,20982,270,1969,2019,51,0.075159714,1969,1995,27,1.587301587,1969,2019,51,526.713,16.61042117,791.6509946,2,0.390225746,0
338,3662650,3,3621,RIO IVAI,NOVO PORTO TAQUARA,BR,-23.19806,-53.30417,34432,240,1974,2019,46,0.3571216,1974,1991,18,4.784688995,1974,2019,46,725.659,22.88438222,664.6254131,2,0.356853758,0
339,3662655,3,3621,RIO IVAI,PORTO PARAISO DO NORTE,BR,-23.32306,-52.66444,28427,250,1953,2019,67,0.053124106,1953,1995,43,1.169590643,1953,2019,67,566.039,17.8506059,627.945471,2,0.219482104,0
340,3663800,3,3631,RIO DAS CINZAS,ANDIRA,BR,-23.08306,-50.28306,5622,375,1931,2019,89,4.503645369,1931,1991,61,1.790633609,1931,2019,89,65.964,2.080240704,370.0179125,2,0.14008974,0
341,3664160,3,3641,RIO IGUAZU,SALTO CATARATAS,BR,-25.68306,-54.43306,67317,152,1942,2019,78,1.010916494,1942,1995,54,2.65625,1942,2019,78,1673.573,52.77779813,784.0188679,2,0.567841177,0
342,3666050,3,3661,RIO PARAGUAI,CACERES (DNPVN),BR,-16.0758,-57.7022,32774,262,1965,2020,56,0,1966,1993,28,2.976190476,1965,2020,56,536.537,16.92023083,516.2699345,2,0.53462897,0
343,3666200,3,3661,RIO PIQUIRI,SAO JERONIMO,BR,-17.2017,-56.0086,17150,112,1967,2019,53,9.242384796,1968,1978,11,0,1967,2019,53,251.723,7.938336528,462.8767655,2,0.742684715,0
344,3666400,3,3661,RIO CUIABA,PORTO DO ALEGRE,BR,-17.6233,-56.965,102750,91,1967,2019,53,7.399114814,1967,1978,12,0,1967,2019,53,688.598,21.71562653,211.3442971,2,0.940751651,0
345,3666500,3,3661,RIO POGUBA XOREU,ACIMA DO CORREGO GRANDE,BR,-16.6081,-55.2064,21800,139,1969,2019,51,7.803296406,1969,1978,10,12.26415094,1969,2019,51,347.345,10.95387192,502.471189,2,0.731254105,0
346,3666600,3,3661,RIO MIRANDA,MIRANDA,BR,-20.2408,-56.3961,15460,108,1965,2019,55,5.498597297,1965,1978,14,0,1965,2019,55,99.312,3.131903232,202.5810629,2,0.210214405,0
347,3666700,3,3661,RIO TAQUARI-MIRIM,COXIM,BR,-18.5078,-54.7619,27040,190,1966,2020,55,3.603694544,1966,1978,13,0,1966,2020,55,358.054,11.29159094,417.5884225,2,0.115110837,0
348,3667060,3,3671,RIO PARAGUAI,PORTO MURTINHO (FB/DNOS),BR,-21.7003,-57.8911,474500,70.75,1939,2020,82,1.854844139,1965,1984,20,0.431034483,1939,2020,82,2336.308,73.67780909,155.274624,2,0.53830569,0
349,3667400,3,3671,RIO APA,SAO CARLOS,BR,-22.2236,-57.3039,11100,109.7,1971,2020,50,6.524064171,1971,1978,8,0,1971,2020,50,84.884,2.676901824,241.1623265,2,0.600522839,0
350,3669600,3,3691,RIO IBICUI,PASSO MARIANO PINTO,BR,-29.3092,-56.0547,42498,60,1944,2020,77,0.433971738,1955,1982,28,3.273809524,1944,2020,77,793.6,25.0269696,588.8975858,2,0.363662163,0
351,3669630,3,3691,RIO IBIRAPUITA,ALEGRETE,BR,-29.7686,-55.7872,5942,66.18,1940,2020,81,0.452535226,1978,1980,3,11.11111111,1940,2020,81,116.891,3.686274576,620.3760646,2,0.537979374,2
352,4118320,4,4180,AMARGOSA RIVER,"TECOPA, CA",US,35.8486,-116.23,8003.1,399.29,1961,2023,63,26.39737798,1961,2000,40,39.74358974,1961,2023,63,0.077,0.002428272,0.303416426,1,0.029724053,0
353,4123095,4,4231,DUCK RIVER,"ABOVE HURRICANE MILLS, TENN",US,35.9301,-87.7431,6622.6,112.94,1925,2023,99,5.211291131,,,,,1925,2023,99,117.488,3.705101568,559.4632875,2,0.135217943,1
354,4123277,4,4231,NEW RIVER,"ALLISONIA, VA",US,36.9376,-80.7456,5703.2,563.38,1929,2022,94,0,,,,,1929,2022,94,92.135,2.90556936,509.4629962,2,0.220853488,1
355,4125027,4,4251,NEOSHO RIVER,"NEAR COMMERCE, OK",US,36.9287,-94.9575,15218.8,228.29,1939,2023,85,0,1939,2000,62,0.273224044,1939,2023,85,110.084,3.471609024,228.1131905,2,0.517092457,1
356,4125028,4,4251,NEOSHO RIVER,"NEAR CHOUTEAU, OK",US,36.2295,-95.1827,29873.1,168.86,1937,2022,86,15.29419342,1937,2000,64,20.63492063,1937,2022,86,261.533,8.247704688,276.091356,2,0.586663676,1
357,4125050,4,4251,VERDIGRIS RIVER,"NEAR CLAREMORE, OK",US,36.3073,-95.698,16923.1,164.17,1935,2023,89,0,,,,,1935,2023,89,121.127,3.819861072,225.7187555,2,0.591233049,1
358,4125061,4,4251,CIMARRON RIVER,"NEAR RIPLEY, OK",US,35.9859,-96.9123,46565.6,242.58,1987,2023,37,0,,,,,1987,2023,37,51.952,1.638358272,35.18387548,1,0.404981971,1
359,4125062,4,4251,CIMARRON RIVER,"NEAR DOVER, OK",US,35.9517,-97.9145,40696.7,304.55,1973,2023,51,0,,,,,1973,2023,51,21.442,0.676194912,16.6154728,2,0.348213435,1
360,4125063,4,4251,CIMARRON RIVER,"NEAR WAYNOKA, OK",US,36.5173,-98.8795,34535.1,416.77,1937,2023,87,0,,,,,1937,2023,87,7.391,0.233082576,6.749150169,2,0.389536512,1
361,4125500,4,4251,ARKANSAS RIVER,"TULSA, OK",US,36.1406,-96.0064,193252.9,187.52,1925,2023,99,0,1965,1984,20,5.833333333,1925,2023,99,217.218,6.850186848,35.44674801,2,0.032027016,0
362,4125550,4,4251,CANADIAN RIVER,"NEAR WHITEFIELD, OK",US,35.264,-95.2394,123221.8,144.22,1938,2023,86,0,1965,1984,20,5,1938,2023,86,170.895,5.38934472,43.736942,1,0.275558269,1
363,4125551,4,4251,CANADIAN RIVER,"NEAR CANADIAN, TX",US,35.935,-100.3707,59222.9,701.5,1938,2023,86,0,,,,,1938,2023,86,6.214,0.195964704,3.308934618,2,0.082066678,1
364,4125552,4,4251,CANADIAN RIVER,"NEAR TAYLAOR SPRINGS, NM",US,36.297,-104.4939,7381.5,1717.55,1939,2023,85,6.801024092,,,,,1939,2023,85,1.81,0.05708016,7.732867303,2,0.25753854,0
365,4125555,4,4251,NORTH CANADIAN RIVER,"NEAR WETUMKA, OK",US,35.2656,-96.2061,37011.1,206.74,1937,2023,87,0,,,,,1937,2023,87,23.719,0.748002384,20.21021758,2,0.44254295,1
366,4125560,4,4251,BEAVER RIVER,"BEAVER, OK",US,36.8222,-100.5193,20603.5,721.82,1937,2023,87,0,,,,,1937,2023,87,1.546,0.048754656,2.366328828,1,0.070573517,1
367,4125565,4,4251,DEEP FORK,"NEAR BEGGS, OK",US,35.674,-96.0686,5226.6,192.8,1938,2023,86,0,,,,,1938,2023,86,26.572,0.837974592,160.3288164,2,0.4097201,1
368,4125804,4,4251,ARKANSAS RIVER,"MURRAY DAM NEAR LITTLE ROCK, AR",US,34.7909,-92.359,409297.7,68.16,1927,2022,96,0,,,,,1927,2022,96,1274.148,40.18153133,98.17189622,2,0.18343455,0
369,4125900,4,4252,WHITE RIVER,"DEVALLS BLUFF, AR",US,34.7904,-91.446,60686.3,46.61,1949,2023,75,24.34808303,1965,1970,6,1.449275362,1949,2023,75,798.461,25.1802661,414.9250506,2,0.507576973,1
370,4125901,4,4252,WHITE RIVER,"NEWPORT, AR",US,35.6051,-91.2887,51437.4,59.16,1927,2023,97,6.246617484,,,,,1927,2023,97,662.651,20.89736194,406.2678506,2,0.527683436,1
372,4125910,4,4252,CURRENT RIVER,"DONIPHAN, MO",US,36.622,-90.8476,5278.4,97.91,1921,2023,103,0,,,,,1921,2023,103,81.815,2.58011784,488.8068051,2,0.352435001,1
373,4125940,4,4252,BLACK RIVER,"ELGIN FERRY, AR",US,35.7642,-91.2946,21802.6,-999,1999,2023,25,0.011422045,,,,,1999,2023,25,310.317,9.786156912,448.8527475,2,0.545287652,1
374,4125941,4,4252,BLACK RIVER,"BLACK ROCK, AR",US,36.1042,-91.0973,19085.7,69.97,1929,2023,95,8.50277802,,,,,1929,2023,95,257.344,8.115600384,425.2189013,2,0.502769948,1
375,4126100,4,4261,LITTLE RIVER,"NEAR HORATIO, AR",US,33.9196,-94.3877,6894.6,83.18,1931,2023,93,0,1931,2000,70,1.438848921,1931,2023,93,113.656,3.584255616,519.8641859,2,0.11735013,1
376,4126300,4,4261,MUDDY BOGGY CREEK,"NEAR UNGER, OK",US,34.0268,-95.7502,5887.1,119.7,1982,2023,42,0,,,,,1982,2023,42,54.148,1.707611328,290.0598475,2,0.270441418,1
377,4126351,4,4261,WICHITA RIVER,"NEAR MABELLE, TX",US,33.7601,-99.1428,5402.7,323.92,1959,2023,65,0,,,,,1959,2023,65,3.737,0.117850032,21.81317341,2,0.227131198,1
378,4126701,4,4261,OUACHITA RIVER,"CAMDEN, AR",US,33.5965,-92.8182,13874.6,21.85,1928,2023,96,1.306700437,1928,2000,73,0,1928,2023,96,228.72,7.21291392,519.864639,2,0.380840838,1
379,4126750,4,4261,SALINE RIVER,"NEAR RYE, ARK",US,33.7009,-92.026,5444.2,29.58,1937,2022,86,0.003214194,1937,2000,64,0,1937,2022,86,76.166,2.401970976,441.1981514,2,0.527078707,1
380,4126801,4,4261,RED RIVER,"INDEX, AR",US,33.5521,-94.0413,124397.7,75.25,1936,2023,88,0.012580594,,,,,1936,2023,88,367.544,11.59086758,93.17589943,2,0.365306011,1
381,4126802,4,4261,RED RIVER,"ARTHUR CITY, TX",US,33.8751,-95.5019,115335.3,115.85,1905,2023,119,21.18056361,,,,,1905,2023,119,256.836,8.099580096,70.22637558,2,0.488307365,1
382,4126803,4,4261,RED RIVER,"NEAR BURKBURNETT, TX",US,34.1101,-98.5317,53276.3,290.34,1924,2023,100,35.49197064,1960,2000,41,0,1924,2023,100,31.222,0.984616992,18.48133207,2,0.324989149,0
383,4126804,4,4261,RED RIVER,"DENISON DAM NEAR DENISON, TX",US,33.819,-96.5633,102874.8,150.88,1924,2023,100,7.684499314,,,,,1924,2023,100,139.359,4.394825424,42.72013578,2,0.381868308,1
384,4126805,4,4261,RED RIVER,"NEAR GAINESVILLE, TX",US,33.7279,-97.16,79725.4,191.39,1936,2023,88,0,,,,,1936,2023,88,87.954,2.773717344,34.79088652,2,0.383058184,1
385,4126810,4,4261,NORTH FORK RED RIVER,"NEAR HEADRICK, OK",US,34.6345,-99.0967,10992,394.66,1905,2023,119,24.8943003,1905,2000,96,31.58813264,1905,2023,119,8.987,0.283414032,25.78366376,1,0.488948835,0
386,4126851,4,4261,PEASE RIVER,"NEAR VERNON, TX",US,34.1793,-99.2781,9033.9,355.41,1959,2023,65,14.83403379,,,,,1959,2023,65,2.592,0.081741312,9.048286122,2,0.454706061,1
387,4127310,4,4271,TALLAHATCHIE RIVER,"MONEY, MS",US,33.6514,-90.2108,13522.4,30.17,1995,2023,29,0.195560771,,,,,1995,2023,29,225.725,7.1184636,526.4201325,2,0.585214231,0
388,4127700,4,4271,BIG BLACK RIVER,"NEAR BOVINA, MS",US,32.3475,-90.6967,7283.1,25.89,1936,2024,89,0,,,,,1936,2024,89,108.567,3.423768912,470.0977485,2,0.467806528,0
389,4127800,4,4271,MISSISSIPPI RIVER,"VICKSBURG, MS",US,32.315,-90.9058,2964255,14.09,1931,2022,92,1.269669344,1928,1983,56,63.22869955,1928,2022,95,17833.136,562.3857769,189.7224688,1,0.744109244,0
390,4146400,4,4465,SALINAS RIVER,"NEAR SPRECKELS, CA",US,36.6311,-121.6724,10764,6.27,1929,2022,94,0,,,,,1929,2022,94,10.635,0.33538536,31.1580602,1,0.187995412,1
391,4148090,4,4484,ROANOKE RIVER,"ROANOKE RAPIDS, N.C.",US,36.4605,-77.6345,21714.6,13.36,1912,2023,112,0.004895362,1965,1984,20,0,1912,2023,112,230.155,7.25816808,334.2529027,2,0.143133694,1
392,4148091,4,4484,ROANOKE RIVER,"RANDOLPH, VA",US,36.9151,-78.7408,7710.4,93.75,1901,2023,123,34.40218854,,,,,1901,2023,123,85.259,2.688727824,348.7144408,2,0.142533643,1
393,4148110,4,4480,TAR RIVER,"TARBORO, N.C.",US,35.8944,-77.5331,5654,2.84,1896,2023,128,24.30438357,,,,,1896,2023,128,62.03,1.95617808,345.9812664,2,0.071791643,1
394,4148120,4,4480,NEUSE RIVER,"NEAR FORT BARNWELL, NC",US,35.3127,-77.3052,10101,-999,1996,2022,27,0.021050416,,,,,1996,2022,27,120.617,3.803777712,376.5743701,2,0.44856184,1
395,4148121,4,4480,NEUSE RIVER,"KINSTON, NC",US,35.2582,-77.5855,6972.3,3.32,1930,2023,94,0,,,,,1930,2023,94,80.082,2.525465952,362.2141836,2,0.473304045,1
396,4148230,4,4482,CAPE FEAR RIVER,"LILLINGTON, N.C.",US,35.4063,-78.8131,8971.8,31.89,1924,2023,100,0,1965,1984,20,0,1924,2023,100,93.237,2.940322032,327.7293332,2,0.22725465,0
397,4148231,4,4482,CAPE FEAR RIVER,"WILM NEAR TARHEEL, NC",US,34.8349,-78.8239,12566.7,8.83,1937,2023,87,0,,,,,1937,2023,87,136.66,4.30970976,342.9468166,2,0.007213334,1
398,4148232,4,4482,CAPE FEAR RIVER,"LOCK #1 NEAR KELLY, NC",US,34.4043,-78.2936,13610.5,-0.88,1969,2023,55,0.010059856,,,,,1969,2023,55,151.439,4.775780304,350.8894092,2,0.030693951,1
399,4148300,4,4483,PEE DEE RIVER,"PEEDEE, S.C.",US,34.2043,-79.5484,22869.7,7.54,1938,2023,86,0.009663392,1938,1984,47,0,1938,2023,86,269.367,8.494757712,371.4415892,2,0.467902807,0
400,4148310,4,4483,LITTLE PEE DEE RIVER,"GALIVANTS FERRY, S.C.",US,34.0571,-79.247,7226.1,7.3,1942,2023,82,0.632233893,,,,,1942,2023,82,84.07,2.65123152,366.8965998,2,0.536029155,1
401,4148321,4,4483,YADKIN RIVER,"YADKIN COLLEGE, NC",US,35.8567,-80.3869,5905,194.6,1928,2023,96,0.017380221,,,,,1928,2023,96,85.173,2.686015728,454.8714188,2,0.02832528,1
402,4148410,4,4486,BROAD RIVER,"NEAR CARLISLE, S.C.",US,34.5962,-81.422,7226.1,88.63,1938,2023,86,0,,,,,1938,2023,86,106.074,3.345149664,462.9260132,2,0.230350891,1
403,4148530,4,4486,CONGAREE RIVER,"COLUMBIA, SC",US,33.9932,-81.0498,20331.5,34.45,1939,2023,85,0.006504488,,,,,1939,2023,85,242.845,7.65835992,376.6746143,2,0.149307596,1
404,4148535,4,4486,SALUDA RIVER,"NEAR COLUMBIA, SC",US,34.014,-81.0879,6526.8,45.56,1925,2022,98,0.005634755,,,,,1925,2022,98,75.861,2.392352496,366.5429454,2,0.09043823,1
405,4148541,4,4486,WATEREE RIVER,"NEAR CAMDEN, SC",US,34.2446,-80.654,13131.3,36.08,1929,2024,96,1.022423609,,,,,1929,2024,96,165.011,5.203786896,396.288783,2,0.005627098,1
406,4148545,4,4486,CATAWBA RIVER,"BELOW CATAWBA, SC",US,34.8363,-80.8795,9168.6,134.72,1992,2024,33,3.133293382,,,,,1992,2024,33,122.641,3.867606576,421.8317492,2,0.029030717,1
407,4148546,4,4486,CATAWBA RIVER,"NEAR ROCKHILL, SC",US,34.9849,-80.974,7899.5,148.08,1895,2024,130,30.91619349,,,,,1895,2024,130,117.242,3.697343712,468.0478147,2,0.02832676,1
408,4148570,4,4480,EDISTO RIVER,"NEAR GIVHANS, SC",US,33.0279,-80.3915,7070.7,6.24,1939,2023,85,0,,,,,1939,2023,85,68.673,2.165671728,306.288165,2,0.779375897,1
409,4148610,4,4480,OGEECHEE RIVER,"NEAR EDEN, GA.",US,32.1916,-81.4159,6863.5,5.99,1937,2024,88,0,,,,,1937,2024,88,61.661,1.944541296,283.3162812,2,0.772390433,1
410,4148650,4,4487,SAVANNAH RIVER,"NEAR CLYO, GA.",US,32.5282,-81.2687,25511.5,4.08,1929,2024,96,4.276134351,1929,1984,56,7.272727273,1929,2024,96,317.113,10.00047557,391.9987287,2,0.35100457,0
411,4148720,4,4481,ALTAMAHA RIVER,"DOCTORTOWN, GA.",US,31.6547,-81.8279,35224,7.46,1931,2022,92,0.003004627,1931,1984,54,0,1931,2022,92,372.324,11.74160966,333.3411783,2,0.783909033,1
412,4148750,4,4480,SATILLA RIVER,"ATKINSON, GA.",US,31.2213,-81.8673,7226.1,4.51,1930,2023,94,0,,,,,1930,2023,94,61.186,1.929561696,267.0267082,2,0.752630695,0
413,4148855,4,4485,OCKLAWAHA RIVER,"RODMAN DAM NEAR ORANGE SPRINGS, FL",US,29.5086,-81.804,7114.7,-999,1968,2022,55,0,,,,,1968,2022,55,35.657,1.124479152,158.0501148,1,0.016554032,0
414,4149120,4,4493,PEARL RIVER,"NEAR BOGALUSA, LA.",US,30.7932,-89.8209,17024.1,16.76,1938,2024,87,0.012827914,,,,,1938,2024,87,286.978,9.050138208,531.6074393,2,0.803796885,1
415,4149121,4,4493,PEARL RIVER,"NEAR MONTICELLO, MS",US,31.5536,-90.0878,12931.9,48.36,1938,2023,86,3.110140085,,,,,1938,2023,86,192.208,6.061471488,468.7224219,2,0.736128843,13
416,4149122,4,4493,PEARL RIVER,"JACKSON, MS",US,32.2814,-90.1789,8212.9,71.23,1901,2023,123,13.93446297,,,,,1901,2023,123,117.058,3.691541088,449.4808275,2,0.453019287,0
417,4149300,4,4490,PASCAGOULA RIVER,"MERRILL, MISS.",US,30.9778,-88.7244,17068.1,8,1930,2023,94,0,,,,,1930,2023,94,284.136,8.960512896,524.9859619,2,0.630981511,1
418,4149350,4,4490,CHICKASAWHAY RIVER,"LEAKESVILLE, MS",US,31.1483,-88.5644,6967.1,15.58,1938,2023,86,0.02568878,,,,,1938,2023,86,112.598,3.550890528,509.6655033,2,0.598692717,1
419,4149360,4,4490,LEAF RIVER,"NEAR MCLAIN,MS",US,31.1028,-88.8058,9052,12.85,1939,2023,85,0.065019506,,,,,1939,2023,85,153.913,4.853800368,536.2130323,2,0.536027172,1
420,4149401,4,4491,ALABAMA RIVER,CLAIRBORNE L+D NEAR MONROEVILLE,US,31.6115,-87.553,55615.1,-999,1975,2021,47,0.249970242,,,,,1975,2021,47,859.712,27.11187763,487.4913042,2,0.615705696,1
421,4149410,4,4491,TOMBIGBEE RIVER,"DEMOPOLIS L+D NEAR COATOPA, AL.",US,32.5196,-87.8783,39847.2,17.07,1928,2019,92,0.027022158,,,,,1928,2019,92,673.314,21.2336303,532.8763452,2,0.622987266,1
